,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
5065,Bayswater,4/22 Grandview Gr,3,h,720000,S,RW,12/08/2017,23.2,3153,3,2,2.0,255.0,66.68927162367223,,Knox,-37.84633,145.26266999999999,Eastern Metropolitan,5030
5066,Boronia,1/347 Boronia Rd,4,t,740000,PI,Barry,12/08/2017,25.0,3155,4,2,2.0,261.0,66.68927162367223,,Knox,-37.85784,145.26022,Eastern Metropolitan,9704
5067,Box Hill,2/1129 Whitehorse Rd,2,t,730000,PI,McGrath,12/08/2017,10.9,3128,2,2,1.0,126.0,66.68927162367223,2012.0,Whitehorse,-37.819,145.13537,Eastern Metropolitan,4605
5068,Bundoora,22 Ebony Dr,4,h,725000,S,Barry,12/08/2017,12.1,3083,4,1,2.0,542.0,130.0,1980.0,Whittlesea,-37.68238,145.06432,Northern Metropolitan,10175
5069,Burwood East,2/7 Bellevue Av,2,u,746000,SP,Jellis,12/08/2017,14.7,3151,2,1,2.0,239.0,66.68927162367223,,Whitehorse,-37.85148,145.15345,Eastern Metropolitan,4048
5070,Clayton,2/46 Jaguar Dr,3,h,729500,S,Nelson,12/08/2017,16.7,3168,3,1,1.0,270.0,218.0,1970.0,Monash,-37.92624,145.1321,South-Eastern Metropolitan,5837
5071,Craigieburn,12 Surrey Ct,3,h,716000,SP,Stockdale,12/08/2017,20.6,3064,3,2,6.0,1005.0,160.0,1995.0,Hume,-37.605740000000004,144.92548,Northern Metropolitan,15510
5072,Croydon,57A Binbrook Dr,3,h,730000,SP,Fletchers,12/08/2017,23.0,3136,3,2,2.0,269.0,150.0,2007.0,Maroondah,-37.78499,145.2647,Eastern Metropolitan,11925
5073,Croydon,76 Plymouth Rd,3,h,702500,SA,Carter,12/08/2017,23.0,3136,3,1,1.0,864.0,66.68927162367223,,Maroondah,-37.78264,145.26447,Eastern Metropolitan,11925
5074,Croydon North,45 Lyons Rd,3,h,766000,S,Jellis,12/08/2017,23.0,3136,3,2,2.0,507.0,128.0,1960.0,Maroondah,-37.76572,145.28915,Eastern Metropolitan,2985
5075,Dingley Village,56 Jacks Av,3,h,736000,S,Buxton,12/08/2017,22.2,3172,3,1,1.0,545.0,66.68927162367223,,Kingston,-37.985040000000005,145.12892,South-Eastern Metropolitan,3940
5076,Doncaster,2/5 Kirton Ct,3,u,780000,VB,Fletchers,12/08/2017,12.4,3108,3,1,2.0,220.0,66.68927162367223,,Manningham,-37.781890000000004,145.13078000000002,Eastern Metropolitan,9028
5077,Eltham,17/1336 Main Rd,4,h,762000,S,Jellis,12/08/2017,18.0,3095,4,2,2.0,573.0,180.0,1980.0,Nillumbik,-37.70477,145.16552,Eastern Metropolitan,6990
5078,Gisborne,42 Kilmore Rd,3,h,775000,S,Raine,12/08/2017,45.9,3437,3,2,4.0,1290.0,231.0,1988.0,Macedon Ranges,-37.48381,144.60052,Northern Victoria,3376
5079,Glenroy,111 Loongana Av,3,h,770000,PI,Barry,12/08/2017,11.2,3046,3,1,2.0,604.0,132.0,1960.0,Moreland,-37.70855,144.90441,Northern Metropolitan,8870
5080,Greensborough,55 Booyan Cr,3,h,714000,S,Barry,12/08/2017,16.1,3088,3,1,1.0,594.0,95.0,1993.0,Nillumbik,-37.69039,145.09753,Northern Metropolitan,8524
5081,Heidelberg Heights,4/32 Montgomery St,3,u,720000,VB,Miles,12/08/2017,8.8,3081,3,1,1.0,146.0,66.68927162367223,,Banyule,-37.75132,145.05331,Eastern Metropolitan,2947
5082,Hurstbridge,40 Anzac Av,5,h,790000,S,Mason,12/08/2017,26.1,3099,5,2,2.0,1034.0,225.0,1985.0,Nillumbik,-37.638259999999995,145.1991,Northern Victoria,1345
5083,Maidstone,16A Madden St,3,h,798000,PI,Biggin,12/08/2017,6.4,3012,3,2,2.0,159.0,152.0,2010.0,Maribyrnong,-37.78974,144.88143,Western Metropolitan,3873
5084,Maidstone,3/13 Winston St,3,t,710000,PI,Jas,12/08/2017,6.4,3012,3,2,2.0,186.0,134.6,2011.0,Maribyrnong,-37.78559,144.86483,Western Metropolitan,3873
5085,Mount Waverley,1/21 Herbert St,2,u,730000,S,Buxton,12/08/2017,14.2,3149,2,1,1.0,292.0,66.68927162367223,,Monash,-37.86528,145.11775,Eastern Metropolitan,13366
5086,Newport,5/13 Liley St,3,t,730000,S,Williams,12/08/2017,6.2,3015,3,2,2.0,200.0,126.7,2005.0,Hobsons Bay,-37.85134,144.88636,Western Metropolitan,5498
5087,Point Cook,133 Lennon Bvd,4,h,715000,S,S&L,12/08/2017,14.7,3030,4,2,2.0,630.0,66.68927162367223,2006.0,Wyndham,-37.898070000000004,144.73925,Western Metropolitan,15542
5088,Reservoir,1053 High St,3,h,732000,S,Stockdale,12/08/2017,12.0,3073,3,1,2.0,952.0,66.68927162367223,,Darebin,-37.699690000000004,145.01039,Northern Metropolitan,21650
5089,Reservoir,13 Nutwood St,4,h,755000,SP,Ray,12/08/2017,12.0,3073,4,2,2.0,479.0,157.0,1995.0,Darebin,-37.70952,145.033,Northern Metropolitan,21650
5090,Ringwood,6A Heather Gr,3,h,800000,S,RW,12/08/2017,19.9,3134,3,2,1.0,461.0,133.0,2005.0,Maroondah,-37.825359999999996,145.22228,Eastern Metropolitan,7785
5091,St Albans,148 Power St,3,h,702000,SP,Sweeney,12/08/2017,14.0,3021,0,0,0.0,600.0,66.68927162367223,,Brimbank,-37.72945,144.79592,Western Metropolitan,14042
5092,Taylors Lakes,21 Fastnet Dr,4,h,701000,S,Prof.,12/08/2017,15.5,3038,4,2,2.0,651.0,66.68927162367223,,Brimbank,-37.70847,144.78413,Western Metropolitan,5336
5093,Thomastown,8 Barbara Ct,4,h,760000,PI,hockingstuart,12/08/2017,15.3,3074,4,1,2.0,695.0,66.68927162367223,,Whittlesea,-37.67877,145.03656,Northern Metropolitan,7955
5094,Watsonia,11 Eclipse Cr,4,h,788800,S,Barry,12/08/2017,14.5,3087,4,2,4.0,631.0,66.68927162367223,,Banyule,-37.7156,145.08875,Northern Metropolitan,2329
5095,Westmeadows,12 Tylden Pl,3,h,729000,S,Nelson,12/08/2017,16.5,3049,3,1,1.0,672.0,66.68927162367223,,Hume,-37.6784,144.88797,Northern Metropolitan,2474
5096,Yarraville,33A Severn St,2,h,780000,S,Sweeney,12/08/2017,6.3,3013,2,1,1.0,178.0,84.0,2013.0,Maribyrnong,-37.814809999999994,144.88013,Western Metropolitan,6543
5097,Bayswater North,17 Kalawar Av,3,h,762000,S,Ray,15/07/2017,23.2,3153,3,2,2.0,792.0,148.0,1980.0,Maroondah,-37.82809,145.29287,Eastern Metropolitan,3598
5098,Blackburn North,1/108 Surrey Rd,2,u,706000,S,Hoskins,15/07/2017,13.4,3130,2,1,1.0,305.0,305.0,1940.0,Whitehorse,-37.809059999999995,145.15787,Eastern Metropolitan,2867
5099,Boronia,3 Devenish Rd,3,h,785000,S,iTRAK,15/07/2017,25.0,3155,3,2,2.0,723.0,138.0,1980.0,Knox,-37.85284,145.26942,Eastern Metropolitan,9704
5100,Brunswick East,2/111 Victoria St,2,t,702500,PI,Jellis,15/07/2017,4.0,3057,2,2,1.0,65.0,78.0,2013.0,Moreland,-37.76812,144.97413999999998,Northern Metropolitan,5533
5101,Bundoora,27 Norfolk Cr,3,h,710000,S,Darren,15/07/2017,12.1,3083,3,1,1.0,540.0,142.0,1968.0,Banyule,-37.70636,145.05462,Northern Metropolitan,10175
5102,Dandenong North,3 Victor Av,3,h,727000,S,C21,15/07/2017,24.7,3175,3,1,1.0,763.0,66.68927162367223,,Greater Dandenong,-37.95466,145.21193,South-Eastern Metropolitan,8322
5103,Dingley Village,29 Elliott Cr,3,h,800000,S,Ray,15/07/2017,22.2,3172,3,2,4.0,801.0,150.0,1980.0,Kingston,-37.98596,145.13187,South-Eastern Metropolitan,3940
5104,Essendon North,2/9 McCulloch St,2,u,785000,S,Nelson,15/07/2017,8.2,3041,2,1,2.0,145.0,66.68927162367223,,Moonee Valley,-37.73993,144.90271,Western Metropolitan,1308
5105,Fawkner,9 James St,3,h,750000,S,YPA,15/07/2017,13.1,3060,3,1,1.0,724.0,66.68927162367223,,Moreland,-37.71097,144.97324,Northern Metropolitan,5070
5106,Ferntree Gully,5 Bruce Cr,4,h,748888,S,Ray,15/07/2017,24.8,3156,4,2,4.0,1014.0,280.0,1960.0,Knox,-37.881890000000006,145.29148,Eastern Metropolitan,10788
5107,Frankston,50 Towerhill Rd,4,h,755000,S,Ray,15/07/2017,38.0,3199,4,1,1.0,622.0,163.0,1960.0,Frankston,-38.16146,145.12997,South-Eastern Metropolitan,17055
5108,Greensborough,4 Nokuna Ct,3,h,800000,S,Buckingham,15/07/2017,16.1,3088,3,3,2.0,668.0,66.68927162367223,1973.0,Nillumbik,-37.690220000000004,145.09413999999998,Northern Metropolitan,8524
5109,Greensborough,13 Stowe Av,4,h,800000,S,Darren,15/07/2017,16.1,3088,4,2,2.0,626.0,169.0,1960.0,Banyule,-37.70859,145.10464,Northern Metropolitan,8524
5110,Keilor Downs,11 Cromer Pl,4,h,705000,PI,Brad,15/07/2017,15.5,3038,4,2,3.0,815.0,198.0,2000.0,Brimbank,-37.71757,144.81328,Western Metropolitan,3656
5111,Kingsbury,43 Green Av,3,h,740000,S,Ray,15/07/2017,12.1,3083,3,1,2.0,633.0,66.68927162367223,,Darebin,-37.71402,145.0314,Northern Metropolitan,1414
5112,Lalor,92 Sarissa St,4,h,795000,S,Harcourts,15/07/2017,16.3,3075,4,2,2.0,499.0,66.68927162367223,,Whittlesea,-37.66641,144.98781,Northern Metropolitan,8279
5113,Maidstone,72B Richelieu St,3,t,702000,S,Jas,15/07/2017,6.4,3012,3,2,2.0,189.0,131.0,2000.0,Maribyrnong,-37.78606,144.87205,Western Metropolitan,3873
5114,Mernda,16 Melliodora Dr,4,h,780000,SP,hockingstuart,15/07/2017,25.9,3754,4,2,2.0,1037.0,66.68927162367223,,Whittlesea,-37.6017,145.09051000000002,Northern Metropolitan,5812
5115,Mill Park,46 Buckmaster Dr,3,h,775500,S,Harcourts,15/07/2017,17.9,3082,3,1,4.0,840.0,125.0,1980.0,Whittlesea,-37.66919,145.06798999999998,Northern Metropolitan,10529
5116,Mill Park,14 Malua Cr,3,h,726000,S,Love,15/07/2017,17.9,3082,3,2,2.0,615.0,132.0,1982.0,Whittlesea,-37.67519,145.06201000000001,Northern Metropolitan,10529
5117,Mill Park,6 Whernside Ct,4,h,710000,S,Ray,15/07/2017,17.9,3082,4,1,2.0,666.0,123.0,1985.0,Whittlesea,-37.67626,145.0659,Northern Metropolitan,10529
5118,Mooroolbark,27 Marion Av,3,h,780000,PI,Harcourts,15/07/2017,26.5,3138,3,2,3.0,1469.0,66.68927162367223,,Yarra Ranges,-37.79335,145.30773,Eastern Victoria,8280
5119,Newport,4/23 Carmen St,3,h,740000,S,Greg,15/07/2017,6.2,3015,3,1,2.0,204.0,66.68927162367223,,Hobsons Bay,-37.84234,144.86622,Western Metropolitan,5498
5120,Noble Park,14 Mons Pde,3,h,752000,S,HAR,15/07/2017,22.7,3174,3,2,2.0,667.0,66.68927162367223,,Greater Dandenong,-37.968140000000005,145.17888,South-Eastern Metropolitan,11806
5121,Reservoir,2/27 Horton St,2,t,710000,S,Raine,15/07/2017,12.0,3073,2,2,1.0,126.0,138.0,2013.0,Darebin,-37.72357,144.98561999999998,Northern Metropolitan,21650
5122,Reservoir,107 McFadzean Av,3,h,725000,S,Nelson,15/07/2017,12.0,3073,3,1,2.0,579.0,66.68927162367223,,Darebin,-37.70158,144.99655,Northern Metropolitan,21650
5123,Ringwood East,2/9 Green St,3,h,710000,S,Noel,15/07/2017,21.3,3135,3,1,2.0,314.0,88.0,1989.0,Maroondah,-37.81953,145.24907,Eastern Metropolitan,4407
5124,Rowville,3 Barwon Ct,3,h,735000,S,Barry,15/07/2017,23.5,3178,3,2,1.0,721.0,143.0,1984.0,Knox,-37.91713,145.24706,South-Eastern Metropolitan,11667
5125,Rowville,2 Wallingford Pl,3,h,755000,S,Harcourts,15/07/2017,23.5,3178,3,2,2.0,551.0,178.0,2003.0,Knox,-37.94266,145.24662,South-Eastern Metropolitan,11667
5126,Seaford,10 Maple St,4,h,763000,S,U,15/07/2017,35.4,3198,4,2,4.0,611.0,184.75,1980.0,Frankston,-38.10226,145.14459,South-Eastern Metropolitan,8077
5127,Seaford,54 Rosslyn Av,3,h,725000,S,Ray,15/07/2017,35.4,3198,3,1,1.0,769.0,66.68927162367223,,Frankston,-38.118,145.13015,South-Eastern Metropolitan,8077
5128,Seaford,210 Seaford Rd,4,h,768000,S,Buxton,15/07/2017,35.4,3198,4,2,3.0,542.0,170.0,1970.0,Frankston,-38.11161,145.15011,South-Eastern Metropolitan,8077
5129,Springvale,13 Kallista Rd,3,h,760000,S,Win,15/07/2017,20.8,3171,3,1,1.0,593.0,66.68927162367223,,Greater Dandenong,-37.95743,145.14625,South-Eastern Metropolitan,7412
5130,Taylors Lakes,3 Mantaura Av,4,h,704000,S,Barry,15/07/2017,15.5,3038,4,2,2.0,644.0,66.68927162367223,,Brimbank,-37.71128,144.80686,Western Metropolitan,5336
5131,Watsonia North,280 Grimshaw St,3,h,740000,SP,Barry,15/07/2017,14.5,3087,4,1,2.0,909.0,66.68927162367223,,Banyule,-37.70255,145.08578,Northern Metropolitan,1442
5132,Westmeadows,27 Eyre St,3,h,800000,S,YPA,15/07/2017,16.5,3049,3,2,2.0,898.0,142.0,1985.0,Hume,-37.67823,144.90001999999998,Northern Metropolitan,2474
5133,Altona North,131 Chambers Rd,3,h,730000,S,Greg,22/07/2017,9.4,3025,3,1,1.0,276.0,66.68927162367223,,Hobsons Bay,-37.827870000000004,144.84364,Western Metropolitan,5132
5134,Avondale Heights,49 Ridge Dr,3,h,750000,PI,Barry,22/07/2017,9.5,3034,3,1,2.0,561.0,103.0,1990.0,Moonee Valley,-37.7528,144.85585,Western Metropolitan,4502
5135,Avondale Heights,55 Ridge Dr,5,h,800000,VB,Barry,22/07/2017,9.5,3034,5,2,3.0,577.0,166.0,1985.0,Moonee Valley,-37.75261,144.85631,Western Metropolitan,4502
5136,Berwick,2 Northgate Dr,4,h,775000,VB,O'Brien,22/07/2017,35.2,3806,4,2,2.0,520.0,66.68927162367223,,Casey,-38.064859999999996,145.35031,Eastern Victoria,17093
5137,Berwick,5 Russel Av,3,h,755000,S,O'Brien,22/07/2017,35.2,3806,3,2,2.0,840.0,66.68927162367223,,Casey,-38.02621,145.34635,Eastern Victoria,17093
5138,Bundoora,22 Alma Rd,4,h,800000,SP,Ray,22/07/2017,12.1,3083,4,1,1.0,535.0,132.0,,Banyule,-37.69847,145.0601,Northern Metropolitan,10175
5139,Cairnlea,17 Blackwood Ct,4,h,750000,PI,Ray,22/07/2017,14.8,3023,4,2,2.0,447.0,66.68927162367223,,Brimbank,-37.756370000000004,144.77983,Western Metropolitan,2674
5140,Deepdene,4/193 Whitehorse Rd,2,h,710000,S,Nelson,22/07/2017,7.9,3103,2,1,2.0,1533.0,66.68927162367223,,Boroondara,-37.81143,145.07108,Southern Metropolitan,892
5141,Edithvale,9a Ivan Av,2,u,724000,S,O'Brien,22/07/2017,27.0,3196,2,1,2.0,224.0,104.0,2000.0,Kingston,-38.0371,145.11717,South-Eastern Metropolitan,2546
5142,Eltham,1/1326 Main Rd,3,t,751000,SP,Nelson,22/07/2017,18.0,3095,3,2,2.0,247.0,66.68927162367223,2009.0,Nillumbik,-37.703179999999996,145.16467,Eastern Metropolitan,6990
5143,Ferntree Gully,7 Austin St,3,h,740000,SP,Stockdale,22/07/2017,24.8,3156,3,1,2.0,968.0,118.0,1955.0,Knox,-37.88523,145.28553,Eastern Metropolitan,10788
5144,Forest Hill,2/66 Mahoneys Rd,3,h,742000,S,hockingstuart,22/07/2017,15.4,3131,3,1,1.0,404.0,66.68927162367223,,Whitehorse,-37.837920000000004,145.16573,Eastern Metropolitan,4385
5145,Glen Waverley,1/6 Kirstina Rd,2,u,730000,PI,Harcourts,22/07/2017,16.7,3150,2,1,1.0,235.0,66.68927162367223,,Monash,-37.89017,145.1652,Eastern Metropolitan,15321
5146,Greensborough,23 Bullanoo Ct,3,h,725000,S,Buckingham,22/07/2017,16.1,3088,3,2,2.0,672.0,66.68927162367223,,Nillumbik,-37.689890000000005,145.10698,Northern Metropolitan,8524
5147,Hadfield,146 East St,4,h,741000,S,Nelson,22/07/2017,11.2,3046,4,1,2.0,652.0,158.0,1960.0,Moreland,-37.705420000000004,144.95127,Northern Metropolitan,2606
5148,Heathmont,61 Canterbury Rd,3,h,751000,SP,Mandy,22/07/2017,21.3,3135,3,1,2.0,693.0,129.0,1950.0,Maroondah,-37.825359999999996,145.24893,Eastern Metropolitan,3794
5149,Heidelberg West,26 Bardia St,2,h,735000,S,Harcourts,22/07/2017,8.8,3081,2,1,4.0,600.0,66.68927162367223,,Banyule,-37.74798,145.03765,Eastern Metropolitan,2674
5150,Keilor East,28 Nyah St,3,t,777000,S,Brad,22/07/2017,11.7,3033,3,2,1.0,300.0,66.68927162367223,1950.0,Moonee Valley,-37.73421,144.86831999999998,Western Metropolitan,5629
5151,Lalor,60 Dickens St,3,h,798000,SA,Harcourts,22/07/2017,16.3,3075,3,1,2.0,806.0,66.68927162367223,1964.0,Whittlesea,-37.66871,145.01,Northern Metropolitan,8279
5152,Mill Park,4 Streeton Cct,3,h,725000,S,Ray,22/07/2017,17.9,3082,3,2,2.0,602.0,129.0,1980.0,Whittlesea,-37.66916,145.06912,Northern Metropolitan,10529
5153,Mulgrave,2 Kinkora Ct,3,h,755000,S,Ray,22/07/2017,18.8,3170,3,2,2.0,197.0,132.0,2005.0,Monash,-37.92285,145.18549,South-Eastern Metropolitan,7113
5154,Pascoe Vale,1/18 Sylvan Gr,2,u,706000,S,Nelson,22/07/2017,8.5,3044,2,1,1.0,205.0,66.68927162367223,1998.0,Moreland,-37.72998,144.94138,Northern Metropolitan,7485
5155,Reservoir,20 Massey Av,4,h,760500,S,Nelson,22/07/2017,12.0,3073,4,1,2.0,846.0,66.68927162367223,,Darebin,-37.70559,144.9902,Northern Metropolitan,21650
5156,Ringwood East,3A Homebush Ct,3,h,777000,S,Harcourts,22/07/2017,21.3,3135,3,2,2.0,502.0,66.68927162367223,,Maroondah,-37.82268,145.25058,Eastern Metropolitan,4407
5157,Sandringham,5/273 Bluff Rd,2,u,770000,S,Buxton,22/07/2017,15.2,3191,2,1,1.0,208.0,66.68927162367223,1970.0,Bayside,-37.95265,145.02045,Southern Metropolitan,4497
5158,Sunshine West,19 Estelle St,3,h,710000,VB,hockingstuart,22/07/2017,10.5,3020,3,1,2.0,697.0,66.68927162367223,,Brimbank,-37.78666,144.8109,Western Metropolitan,6763
5159,Sydenham,7 Argyll St,4,h,740000,S,Purplebricks,22/07/2017,18.0,3037,4,2,2.0,1017.0,156.0,2000.0,Brimbank,-37.69106,144.75853999999998,Western Metropolitan,3640
5160,Taylors Hill,6 Hobart Wy,5,h,725500,S,Barry,22/07/2017,18.0,3037,5,3,2.0,450.0,260.0,2011.0,Melton,-37.71152,144.75283000000002,Western Metropolitan,4242
5161,Taylors Lakes,4 Goulburn Wy,4,h,800000,VB,Westside,22/07/2017,15.5,3038,4,3,6.0,876.0,66.68927162367223,,Brimbank,-37.6899,144.78346000000002,Western Metropolitan,5336
5162,Taylors Lakes,4 Pacific Pl,3,h,760000,VB,YPA,22/07/2017,15.5,3038,3,3,2.0,654.0,66.68927162367223,,Brimbank,-37.693940000000005,144.7795,Western Metropolitan,5336
5163,Templestowe Lower,1/6 Union St,2,t,731000,S,Jellis,22/07/2017,12.4,3107,2,1,1.0,217.0,115.0,2005.0,Manningham,-37.75671,145.11401,Eastern Metropolitan,5420
5164,Thomastown,37 Smith Av,3,h,715500,S,Love,22/07/2017,15.3,3074,3,1,2.0,685.0,66.68927162367223,,Whittlesea,-37.68107,145.03393,Northern Metropolitan,7955
5165,Watsonia North,27 Kurrajong Cr,3,h,710000,S,Ray,22/07/2017,14.5,3087,3,1,2.0,600.0,115.0,1974.0,Banyule,-37.69872,145.08743,Northern Metropolitan,1442
5166,Airport West,10A Coniston Av,3,t,780000,S,RE,29/07/2017,10.4,3042,3,2,1.0,195.0,192.0,2005.0,Moonee Valley,-37.7325,144.88272,Western Metropolitan,3464
5167,Boronia,42 Matlock Rd,3,h,790000,S,Ray,29/07/2017,25.0,3155,3,1,2.0,868.0,66.68927162367223,,Knox,-37.859809999999996,145.25475,Eastern Metropolitan,9704
5168,Boronia,15 New St,4,h,770000,SP,Noel,29/07/2017,25.0,3155,4,2,2.0,723.0,1.0,1970.0,Knox,-37.8476,145.29493,Eastern Metropolitan,9704
5169,Braybrook,35 Carlton St,3,h,800000,S,Biggin,29/07/2017,8.6,3019,3,1,2.0,591.0,66.68927162367223,,Maribyrnong,-37.78062,144.84803,Western Metropolitan,3589
5170,Brighton,6/30 Roslyn St,2,u,760000,PI,Marshall,29/07/2017,10.5,3186,2,1,1.0,138.0,66.68927162367223,1980.0,Bayside,-37.92545,145.00277,Southern Metropolitan,10579
5171,Broadmeadows,18 Katunga Cr,4,h,706000,S,YPA,29/07/2017,14.0,3047,4,1,4.0,752.0,115.0,1960.0,Hume,-37.67641,144.91435,Northern Metropolitan,4294
5172,Chelsea,364 Station St,3,h,750000,PI,Ray,29/07/2017,27.0,3196,3,1,2.0,463.0,66.68927162367223,,Kingston,-38.05635,145.11836,South-Eastern Metropolitan,3906
5173,Cheltenham,3/33 Sunray Av,2,t,751000,S,Buxton,29/07/2017,17.9,3192,2,1,1.0,171.0,66.68927162367223,,Kingston,-37.96304,145.06421,Southern Metropolitan,9758
5174,Coburg North,39 Peterson Av,3,h,770000,S,Ray,29/07/2017,6.7,3058,3,1,1.0,520.0,66.68927162367223,,Moreland,-37.73323,144.98228,Northern Metropolitan,3445
5175,Croydon,1/6 Kitchener Rd,3,h,745000,S,Barry,29/07/2017,23.0,3136,3,2,2.0,297.0,66.68927162367223,,Maroondah,-37.79115,145.28337,Eastern Metropolitan,11925
5176,Elwood,1/121 Brighton Rd,2,u,720000,S,Chisholm,29/07/2017,7.2,3184,2,1,2.0,797.0,90.0,1920.0,Port Phillip,-37.87449,144.99059,Southern Metropolitan,8989
5177,Elwood,3/521 St Kilda St,2,u,715000,S,Chisholm,29/07/2017,7.2,3184,2,1,1.0,795.0,80.0,2005.0,Port Phillip,-37.88351,144.99202,Southern Metropolitan,8989
5178,Ferntree Gully,79 McIver St,3,h,760000,S,Harcourts,29/07/2017,24.8,3156,3,1,3.0,984.0,66.68927162367223,,Knox,-37.897659999999995,145.29185,Eastern Metropolitan,10788
5179,Glenroy,71 Augustine Tce,3,h,760000,S,Barry,29/07/2017,11.2,3046,3,1,4.0,625.0,66.68927162367223,,Moreland,-37.69912,144.90996,Northern Metropolitan,8870
5180,Greensborough,50 Albion Cr,4,h,770000,PI,Darren,29/07/2017,16.1,3088,4,2,2.0,789.0,169.0,1975.0,Banyule,-37.696459999999995,145.12163,Northern Metropolitan,8524
5181,Keilor Park,45 Collinson St,3,h,750000,S,Nelson,29/07/2017,10.4,3042,3,2,2.0,761.0,222.0,1980.0,Brimbank,-37.72224,144.85738999999998,Western Metropolitan,1119
5182,Keilor Park,26 Snow St,5,h,765000,SP,McDonald,29/07/2017,10.4,3042,5,3,4.0,650.0,178.0,1970.0,Brimbank,-37.72285,144.86073000000002,Western Metropolitan,1119
5183,Keysborough,28 Eildon Dr,3,h,745000,SP,Biggin,29/07/2017,25.2,3173,3,1,4.0,540.0,108.0,1980.0,Greater Dandenong,-37.9884,145.15925,South-Eastern Metropolitan,8459
5184,Keysborough,5 Faoro Ct,3,h,725000,S,Purplebricks,29/07/2017,25.2,3173,3,2,4.0,553.0,66.68927162367223,,Greater Dandenong,-37.99432,145.16143,South-Eastern Metropolitan,8459
5185,Lalor,60 Robert St,4,h,710000,S,Love,29/07/2017,16.3,3075,4,1,1.0,627.0,66.68927162367223,1970.0,Whittlesea,-37.667809999999996,145.00926,Northern Metropolitan,8279
5186,Mill Park,5 Peyton Dr,4,h,800000,S,HAR,29/07/2017,17.9,3082,4,2,2.0,674.0,66.68927162367223,,Whittlesea,-37.65639,145.06518,Northern Metropolitan,10529
5187,Nunawading,3/61 Mount Pleasant Rd,2,u,725000,S,Stockdale,29/07/2017,15.4,3131,2,1,2.0,848.0,66.68927162367223,,Whitehorse,-37.82577,145.17896000000002,Eastern Metropolitan,4973
5188,South Kingsville,89A New St,3,t,730000,S,Sweeney,29/07/2017,6.2,3015,3,2,2.0,340.0,135.0,2000.0,Hobsons Bay,-37.831720000000004,144.86683,Western Metropolitan,984
5189,Southbank,101/8 Wells St,2,u,732000,S,Harcourts,29/07/2017,0.7,3006,2,1,0.0,3901.0,66.68927162367223,1996.0,Melbourne,-37.82618,144.96891000000002,Southern Metropolitan,8400
5190,Sunshine West,73 Hilma St,3,h,760000,S,Barry,29/07/2017,10.5,3020,3,1,2.0,1143.0,100.0,1980.0,Brimbank,-37.79135,144.79948000000002,Western Metropolitan,6763
5191,Watsonia North,33 MacOrna St,4,h,755000,S,HAR,29/07/2017,14.5,3087,4,1,2.0,613.0,66.68927162367223,,Banyule,-37.7002,145.08434,Northern Metropolitan,1442
5192,Yarraville,2 Adeney St,2,h,750000,SP,hockingstuart,29/07/2017,6.3,3013,2,1,2.0,269.0,66.68927162367223,,Maribyrnong,-37.81649,144.86731,Western Metropolitan,6543
5193,Brunswick,39 Wilkinson St,2,h,800000,VB,hockingstuart,3/09/2017,5.2,3056,2,1,0.0,140.0,90.0,1890.0,,-37.76806,144.9598,Northern Metropolitan,11918
5194,Bundoora,1188 Plenty Rd,3,h,715000,SP,Stockdale,3/09/2017,12.1,3083,3,1,1.0,541.0,120.0,1960.0,,-37.70603,145.05423000000002,Northern Metropolitan,10175
5195,Croydon,34 Ruskin Av,4,h,730000,VB,Fletchers,3/09/2017,23.0,3136,4,2,2.0,655.0,184.0,1965.0,,-37.79725,145.29651,Eastern Metropolitan,11925
5196,Croydon Hills,4 Merrill Cr,3,h,790000,S,Hoskins,3/09/2017,23.0,3136,3,2,2.0,659.0,131.0,1987.0,,-37.77473,145.26256,Eastern Metropolitan,1705
5197,Ferntree Gully,2 Kya Cl,3,h,760000,S,Barry,3/09/2017,24.8,3156,3,1,2.0,944.0,104.0,1981.0,,-37.87558,145.27196999999998,Eastern Metropolitan,10788
5198,Forest Hill,11 Heathcote Dr,2,u,730000,SP,Noel,3/09/2017,15.4,3131,2,1,1.0,296.0,296.0,1998.0,,-37.83633,145.16873,Eastern Metropolitan,4385
5199,Glen Waverley,76 Callaghan Av,2,u,791000,S,McGrath,3/09/2017,16.7,3150,2,1,1.0,310.0,66.68927162367223,,,-37.89291,145.15399,Eastern Metropolitan,15321
5200,Glenroy,133 Morell St,3,h,780000,SP,Stockdale,3/09/2017,11.2,3046,3,1,3.0,618.0,116.0,1960.0,,-37.69836,144.93891000000002,Northern Metropolitan,8870
5201,Greenvale,35 Hermitage Dr,4,h,797000,S,Barry,3/09/2017,20.4,3059,4,2,2.0,1057.0,195.0,1995.0,,-37.65467,144.9035,Northern Metropolitan,4864
5202,Kealba,2 Stewart Cl,5,h,750000,SP,Brad,3/09/2017,14.0,3021,5,2,4.0,647.0,207.0,1983.0,,-37.73726,144.82998,Western Metropolitan,1202
5203,Lalor,123 Gillwell Rd,4,h,715000,S,Barry,3/09/2017,16.3,3075,4,2,2.0,500.0,66.68927162367223,,,-37.65936,144.9967,Northern Metropolitan,8279
